image,xmin,ymin,xmax,ymax,label
images-163.png,287,323,422,445,rbc
images-163.png,1,154,86,245,rbc
images-163.png,303,87,389,178,rbc
images-163.png,380,12,466,103,rbc
images-163.png,563,251,639,350,rbc
images-163.png,83,1,182,99,rbc
images-163.png,52,88,163,181,rbc
images-177.png,381,191,475,287,rbc
images-177.png,144,150,255,249,rbc
images-177.png,115,214,226,332,rbc
images-177.png,410,244,521,362,rbc
images-177.png,508,128,601,239,rbc
images-177.png,433,12,534,121,rbc
images-177.png,539,359,640,468,rbc
images-177.png,545,263,640,357,rbc
images-177.png,52,330,147,424,rbc
images-177.png,291,22,408,112,rbc
images-177.png,225,361,343,460,rbc
images-177.png,384,401,502,480,rbc
images-177.png,27,1,140,67,rbc
images-177.png,536,1,640,77,rbc
images-177.png,137,338,232,448,rbc
images-349.png,54,262,161,385,rbc
images-349.png,278,49,385,172,rbc
images-349.png,149,159,283,258,rbc
images-349.png,456,215,553,315,rbc
images-349.png,508,149,605,249,rbc
images-349.png,438,17,540,147,rbc
images-349.png,1,71,113,196,rbc
images-349.png,64,1,168,94,rbc
images-349.png,543,65,640,165,rbc
images-349.png,543,258,640,364,rbc
images-361.png,51,159,138,267,rbc
images-361.png,210,274,332,382,rbc
images-361.png,515,186,605,288,rbc
images-361.png,423,161,528,265,rbc
images-361.png,359,377,480,480,rbc
images-361.png,254,409,378,480,rbc
images-361.png,146,409,237,480,rbc
images-361.png,69,424,148,480,rbc
images-361.png,115,89,210,172,rbc
images-361.png,209,1,319,83,rbc
images-361.png,101,1,204,70,rbc
images-361.png,355,1,458,70,rbc
images-361.png,498,357,580,455,rbc
images-361.png,384,286,478,378,rbc
images-361.png,476,84,579,181,rbc
images-407.png,118,24,229,151,rbc
images-407.png,418,150,511,250,rbc
images-407.png,303,1,409,79,rbc
images-407.png,284,134,392,240,rbc
images-407.png,37,187,145,279,rbc
images-407.png,145,243,256,320,rbc
images-407.png,156,138,256,229,rbc
images-407.png,500,229,598,342,rbc
images-407.png,1,70,98,183,rbc
images-407.png,332,29,457,143,rbc
images-407.png,307,407,438,479,rbc
images-413.png,492,109,637,195,rbc
images-413.png,109,121,210,212,rbc
images-413.png,77,209,204,322,rbc
images-413.png,139,301,245,401,rbc
images-413.png,98,366,204,466,rbc
images-413.png,1,328,86,424,rbc
images-413.png,538,215,640,317,rbc
images-413.png,550,1,640,77,rbc
images-413.png,456,325,582,426,rbc
images-413.png,326,316,447,412,rbc
images-413.png,282,386,382,480,rbc
images-413.png,65,1,163,70,rbc
images-413.png,31,108,118,207,rbc
images-375.png,201,300,295,392,rbc
images-375.png,301,346,382,439,rbc
images-375.png,535,199,640,312,rbc
images-375.png,131,100,272,213,rbc
images-375.png,35,254,167,368,rbc
images-375.png,493,385,610,480,rbc
images-375.png,313,31,445,125,rbc
images-375.png,104,383,211,480,rbc
images-375.png,472,114,580,213,rbc
images-375.png,548,310,640,411,rbc
images-229.png,206,125,333,236,rbc
images-229.png,87,201,186,299,rbc
images-229.png,2,1,98,96,rbc
images-229.png,31,98,155,195,rbc
images-229.png,284,258,380,344,rbc
images-229.png,252,306,356,418,rbc
images-229.png,237,361,341,473,rbc
images-229.png,390,226,508,311,rbc
images-229.png,487,408,600,480,rbc
images-229.png,429,301,570,420,rbc
images-229.png,340,372,445,480,rbc
images-229.png,513,1,633,98,rbc
images-229.png,146,341,249,446,rbc
images-229.png,307,11,410,116,rbc
images-229.png,32,272,135,377,rbc
images-215.png,397,165,547,278,rbc
images-215.png,352,269,483,395,rbc
images-215.png,284,375,395,480,rbc
images-215.png,184,316,289,434,rbc
images-215.png,146,229,251,347,rbc
images-215.png,52,278,150,395,rbc
images-215.png,100,133,238,228,rbc
images-215.png,204,55,300,157,rbc
images-215.png,394,38,504,130,rbc
images-215.png,450,411,557,480,rbc
images-201.png,77,16,167,99,rbc
images-201.png,53,70,143,153,rbc
images-201.png,1,145,73,228,rbc
images-201.png,159,141,252,249,rbc
images-201.png,335,1,407,94,rbc
images-201.png,316,79,421,171,rbc
images-201.png,440,1,545,92,rbc
images-201.png,80,333,202,439,rbc
images-201.png,217,400,331,480,rbc
images-201.png,359,311,457,391,rbc
images-201.png,389,218,490,310,rbc
images-201.png,504,336,605,428,rbc
images-201.png,545,232,608,324,rbc
images-201.png,228,83,342,189,rbc
images-200.png,216,359,316,464,rbc
images-200.png,77,326,177,431,rbc
images-200.png,540,353,640,458,rbc
images-200.png,405,350,513,457,rbc
images-200.png,160,72,245,177,rbc
images-200.png,5,335,90,440,rbc
images-200.png,540,39,640,149,rbc
images-200.png,383,1,504,113,rbc
images-200.png,9,82,108,168,rbc
images-200.png,68,212,165,346,rbc
images-200.png,171,181,264,282,rbc
images-214.png,448,244,566,350,rbc
images-214.png,238,215,333,310,rbc
images-214.png,15,280,103,406,rbc
images-214.png,239,70,353,167,rbc
images-214.png,467,13,590,126,rbc
images-214.png,412,130,520,236,rbc
images-214.png,329,137,447,254,rbc
images-214.png,355,385,474,480,rbc
images-214.png,340,259,442,359,rbc
images-214.png,174,138,274,233,rbc
images-214.png,98,47,196,164,rbc
images-214.png,102,156,192,277,rbc
images-214.png,161,1,271,77,rbc
images-228.png,115,1,237,97,rbc
images-228.png,138,400,254,480,rbc
images-228.png,547,242,640,347,rbc
images-228.png,1,107,119,190,rbc
images-228.png,183,134,305,231,rbc
images-228.png,64,324,186,421,rbc
images-228.png,248,307,362,410,rbc
images-228.png,494,22,613,140,rbc
images-228.png,548,111,636,208,rbc
images-412.png,235,23,349,127,rbc
images-412.png,388,147,488,243,rbc
images-412.png,482,218,598,338,rbc
images-412.png,359,259,475,379,rbc
images-412.png,34,172,148,243,rbc
images-412.png,283,365,374,450,rbc
images-412.png,291,299,382,384,rbc
images-412.png,29,394,120,479,rbc
images-412.png,531,339,622,424,rbc
images-374.png,30,213,160,306,rbc
images-374.png,1,386,85,477,rbc
images-374.png,73,320,177,424,rbc
images-374.png,496,46,610,169,rbc
images-374.png,344,47,465,196,rbc
images-374.png,555,135,640,247,rbc
images-374.png,534,357,640,480,rbc
images-374.png,338,228,452,351,rbc
images-374.png,344,357,458,480,rbc
images-374.png,202,112,341,259,rbc
images-360.png,164,250,226,364,rbc
images-360.png,295,277,388,367,rbc
images-360.png,453,190,546,280,rbc
images-360.png,302,1,421,72,rbc
images-360.png,145,127,238,217,rbc
images-360.png,194,130,287,220,rbc
images-360.png,191,58,273,141,rbc
images-360.png,324,406,450,480,rbc
images-360.png,462,390,555,480,rbc
images-360.png,562,194,640,286,rbc
images-360.png,526,10,640,143,rbc
images-360.png,508,105,598,190,rbc
images-360.png,1,339,90,424,rbc
images-406.png,426,353,542,456,rbc
images-406.png,254,377,370,480,rbc
images-406.png,118,290,253,395,rbc
images-406.png,106,198,193,287,rbc
images-406.png,174,1,281,77,rbc
images-406.png,429,78,530,179,rbc
images-406.png,539,295,640,396,rbc
images-348.png,398,290,519,416,rbc
images-348.png,141,240,275,366,rbc
images-348.png,1,189,120,278,rbc
images-348.png,1,373,86,480,rbc
images-348.png,125,15,247,124,rbc
images-348.png,105,122,227,231,rbc
images-348.png,276,394,388,479,rbc
images-348.png,539,12,624,95,rbc
images-348.png,354,20,485,134,rbc
images-348.png,256,1,369,104,rbc
images-348.png,321,271,431,378,rbc
images-176.png,82,1,214,79,rbc
images-176.png,316,130,404,238,rbc
images-176.png,281,246,372,339,rbc
images-176.png,395,4,486,96,rbc
images-176.png,409,356,505,448,rbc
images-176.png,559,160,640,253,rbc
images-176.png,524,26,605,119,rbc
images-176.png,490,395,580,477,rbc
images-176.png,46,295,134,408,rbc
images-176.png,95,99,190,202,rbc
images-176.png,185,86,276,171,rbc
images-176.png,98,196,211,299,rbc
images-176.png,187,267,272,360,rbc
images-176.png,210,321,301,411,rbc
images-176.png,131,346,238,446,rbc
images-162.png,227,265,329,359,rbc
images-162.png,48,211,159,306,rbc
images-162.png,136,167,271,282,rbc
images-162.png,388,275,500,386,rbc
images-162.png,491,286,606,387,rbc
images-162.png,342,92,448,188,rbc
images-162.png,427,78,533,174,rbc
images-162.png,425,170,531,266,rbc
images-162.png,123,78,229,174,rbc
images-162.png,30,61,138,166,rbc
images-162.png,555,31,640,129,rbc
images-162.png,247,386,346,475,rbc
images-189.png,314,316,424,422,rbc
images-189.png,425,292,552,403,rbc
images-189.png,407,400,539,480,rbc
images-189.png,289,174,418,283,rbc
images-189.png,139,60,268,169,rbc
images-189.png,265,49,363,149,rbc
images-189.png,341,88,442,180,rbc
images-189.png,543,1,640,104,rbc
images-189.png,543,118,640,222,rbc
images-189.png,453,179,564,297,rbc
images-189.png,167,386,278,480,rbc
images-189.png,92,309,204,420,rbc
images-189.png,86,202,198,313,rbc
images-199.png,404,253,511,356,rbc
images-199.png,278,300,385,403,rbc
images-199.png,501,170,608,273,rbc
images-199.png,86,1,193,124,rbc
images-166.png,474,202,609,309,rbc
images-166.png,356,248,441,333,rbc
images-166.png,393,343,494,429,rbc
images-166.png,232,150,334,240,rbc
images-166.png,416,1,518,90,rbc
images-166.png,204,45,306,135,rbc
images-166.png,218,316,320,406,rbc
images-166.png,507,308,612,399,rbc
images-166.png,501,406,603,480,rbc
images-166.png,1,228,85,308,rbc
images-172.png,453,81,555,182,rbc
images-172.png,476,171,599,307,rbc
images-172.png,346,212,455,316,rbc
images-172.png,24,113,127,207,rbc
images-172.png,163,31,289,131,rbc
images-172.png,83,303,175,382,rbc
images-172.png,304,64,413,174,rbc
images-172.png,60,61,153,157,rbc
images-172.png,174,321,265,406,rbc
images-172.png,191,164,292,245,rbc
images-172.png,91,181,190,276,rbc
images-172.png,169,202,263,278,rbc
images-172.png,504,337,504,337,rbc
images-402.png,330,15,439,100,rbc
images-402.png,236,20,337,131,rbc
images-402.png,319,231,405,327,rbc
images-402.png,487,143,594,265,rbc
images-402.png,280,407,366,480,rbc
images-402.png,211,407,297,480,rbc
images-402.png,555,304,640,415,rbc
images-402.png,422,283,540,388,rbc
images-402.png,77,1,186,85,rbc
images-402.png,36,12,126,105,rbc
images-364.png,311,95,429,210,rbc
images-364.png,1,59,95,157,rbc
images-364.png,72,33,192,133,rbc
images-364.png,52,380,153,473,rbc
images-364.png,424,403,546,479,rbc
images-364.png,522,52,612,145,rbc
images-364.png,411,172,501,265,rbc
images-364.png,83,160,181,249,rbc
images-364.png,8,309,113,403,rbc
images-364.png,492,176,597,270,rbc
images-364.png,425,1,522,87,rbc
images-370.png,109,196,225,295,rbc
images-370.png,176,296,277,400,rbc
images-370.png,116,309,208,399,rbc
images-370.png,187,1,302,108,rbc
images-370.png,451,350,553,454,rbc
images-370.png,456,173,563,284,rbc
images-370.png,439,225,545,327,rbc
images-370.png,261,129,371,224,rbc
images-370.png,560,72,640,190,rbc
images-370.png,538,1,639,69,rbc
images-370.png,450,1,551,69,rbc
images-370.png,327,1,428,92,rbc
images-370.png,421,64,520,161,rbc
images-370.png,228,109,327,206,rbc
images-370.png,72,45,171,142,rbc
images-370.png,17,245,124,356,rbc
images-370.png,255,233,356,305,rbc
images-370.png,552,233,640,337,rbc
images-416.png,339,83,429,166,rbc
images-416.png,283,42,374,129,rbc
images-416.png,285,181,383,287,rbc
images-416.png,187,217,285,310,rbc
images-416.png,401,170,512,279,rbc
images-416.png,496,219,609,336,rbc
images-416.png,438,261,540,375,rbc
images-416.png,530,99,632,213,rbc
images-416.png,62,217,164,331,rbc
images-416.png,1,154,77,266,rbc
images-416.png,160,99,272,211,rbc
images-416.png,344,1,449,58,rbc
images-416.png,452,1,557,58,rbc
images-416.png,185,429,276,480,rbc
images-358.png,407,402,513,480,rbc
images-358.png,288,424,388,480,rbc
images-358.png,177,99,297,195,rbc
images-358.png,122,33,242,129,rbc
images-358.png,456,107,576,203,rbc
images-358.png,455,207,551,287,rbc
images-358.png,569,81,640,180,rbc
images-358.png,537,274,640,368,rbc
images-358.png,408,309,511,403,rbc
images-358.png,298,161,401,255,rbc
images-358.png,1,210,89,311,rbc
images-358.png,69,332,181,446,rbc
images-358.png,174,190,286,304,rbc
images-210.png,328,181,430,281,rbc
images-210.png,15,1,130,96,rbc
images-210.png,435,154,549,266,rbc
images-210.png,104,240,218,338,rbc
images-210.png,524,363,638,460,rbc
images-210.png,513,20,627,117,rbc
images-210.png,228,51,343,160,rbc
images-210.png,373,69,464,149,rbc
images-204.png,192,376,292,473,rbc
images-204.png,301,320,419,424,rbc
images-204.png,433,273,510,358,rbc
images-204.png,434,368,528,454,rbc
images-204.png,507,381,574,454,rbc
images-204.png,554,297,640,401,rbc
images-204.png,115,166,210,275,rbc
images-204.png,9,330,104,439,rbc
images-204.png,23,254,121,356,rbc
images-204.png,129,275,234,370,rbc
images-204.png,96,337,186,415,rbc
images-204.png,169,110,264,219,rbc
images-204.png,320,1,426,108,rbc
images-204.png,531,48,624,164,rbc
images-204.png,79,26,203,134,rbc
images-238.png,186,102,270,197,rbc
images-238.png,520,118,604,213,rbc
images-238.png,556,301,640,396,rbc
images-238.png,146,200,259,304,rbc
images-238.png,253,174,354,281,rbc
images-238.png,189,292,281,400,rbc
images-238.png,418,246,522,353,rbc
images-238.png,37,236,138,334,rbc
images-238.png,77,1,201,90,rbc
images-238.png,336,408,457,480,rbc
images-238.png,348,151,449,258,rbc
images-238.png,538,214,640,290,rbc
images-238.png,51,100,155,217,rbc
images-238.png,74,325,176,434,rbc
images-239.png,11,43,111,146,rbc
images-239.png,1,166,107,293,rbc
images-239.png,93,327,189,425,rbc
images-239.png,108,176,224,286,rbc
images-239.png,221,41,337,151,rbc
images-239.png,348,377,440,480,rbc
images-239.png,171,377,271,480,rbc
images-239.png,329,147,447,250,rbc
images-239.png,459,29,538,123,rbc
images-239.png,508,148,614,251,rbc
images-239.png,546,41,638,133,rbc
images-239.png,337,250,454,368,rbc
images-239.png,262,135,362,232,rbc
images-205.png,251,341,360,451,rbc
images-205.png,319,408,433,479,rbc
images-205.png,407,327,516,437,rbc
images-205.png,413,234,497,324,rbc
images-205.png,318,247,427,357,rbc
images-205.png,203,85,312,195,rbc
images-205.png,156,107,262,211,rbc
images-205.png,281,1,384,70,rbc
images-205.png,389,91,498,201,rbc
images-205.png,443,1,549,81,rbc
images-205.png,31,126,153,222,rbc
images-205.png,106,18,221,125,rbc
images-211.png,148,160,234,247,rbc
images-211.png,110,145,216,228,rbc
images-211.png,81,232,194,337,rbc
images-211.png,456,146,565,261,rbc
images-211.png,254,344,363,459,rbc
images-211.png,407,178,516,293,rbc
images-211.png,305,310,413,405,rbc
images-211.png,522,1,639,86,rbc
images-211.png,492,261,600,376,rbc
images-211.png,387,266,506,402,rbc
images-211.png,135,338,245,439,rbc
images-211.png,61,341,171,442,rbc
images-211.png,1,88,59,181,rbc
images-359.png,90,91,190,193,rbc
images-359.png,271,121,371,223,rbc
images-359.png,499,1,605,89,rbc
images-359.png,438,92,525,213,rbc
images-359.png,368,260,468,362,rbc
images-359.png,403,341,509,451,rbc
images-359.png,197,182,309,314,rbc
images-359.png,109,198,197,295,rbc
images-359.png,24,311,137,424,rbc
images-359.png,567,251,640,381,rbc
images-359.png,387,119,487,221,rbc
images-359.png,487,322,592,423,rbc
images-371.png,52,332,161,452,rbc
images-371.png,176,315,319,416,rbc
images-371.png,34,48,152,156,rbc
images-371.png,320,42,438,150,rbc
images-371.png,204,83,323,203,rbc
images-371.png,536,196,635,295,rbc
images-371.png,83,174,186,278,rbc
images-371.png,121,144,205,229,rbc
images-371.png,189,211,303,301,rbc
images-371.png,147,14,236,106,rbc
images-371.png,501,73,615,170,rbc
images-371.png,1,141,80,259,rbc
images-371.png,485,176,546,240,rbc
images-417.png,422,191,536,291,rbc
images-417.png,53,141,192,262,rbc
images-417.png,354,277,480,393,rbc
images-417.png,223,230,349,346,rbc
images-417.png,514,358,615,455,rbc
images-417.png,246,1,344,86,rbc
images-417.png,100,49,198,135,rbc
images-417.png,92,290,190,376,rbc
images-417.png,394,388,469,469,rbc
images-403.png,228,17,373,116,rbc
images-403.png,453,360,565,458,rbc
images-403.png,484,95,597,210,rbc
images-403.png,446,176,552,269,rbc
images-403.png,324,129,430,222,rbc
images-403.png,427,14,549,117,rbc
images-403.png,1,21,80,122,rbc
images-403.png,79,1,192,100,rbc
images-403.png,48,138,161,238,rbc
images-403.png,46,406,160,480,rbc
images-403.png,1,377,92,453,rbc
images-403.png,194,140,286,216,rbc
images-403.png,537,325,629,401,rbc
images-365.png,399,234,511,320,rbc
images-365.png,528,399,621,480,rbc
images-365.png,533,63,640,180,rbc
images-365.png,336,158,449,245,rbc
images-365.png,146,383,253,480,rbc
images-365.png,44,357,151,454,rbc
images-365.png,37,199,143,341,rbc
images-365.png,51,66,147,155,rbc
images-365.png,512,187,608,276,rbc
images-365.png,464,1,599,74,rbc
images-365.png,33,1,146,87,rbc
images-365.png,249,266,353,373,rbc
images-173.png,20,314,137,432,rbc
images-173.png,294,70,389,173,rbc
images-173.png,168,18,291,112,rbc
images-173.png,378,53,485,149,rbc
images-173.png,357,383,464,479,rbc
images-173.png,388,214,495,310,rbc
images-173.png,383,166,490,262,rbc
images-173.png,504,66,613,195,rbc
images-173.png,108,28,202,134,rbc
images-173.png,181,343,275,449,rbc
images-173.png,435,310,550,414,rbc
images-167.png,119,394,233,479,rbc
images-167.png,187,1,301,85,rbc
images-167.png,501,230,607,326,rbc
images-167.png,520,384,626,480,rbc
images-167.png,299,175,414,281,rbc
images-167.png,96,21,211,127,rbc
images-167.png,45,119,160,225,rbc
images-167.png,47,263,155,386,rbc
images-167.png,534,295,640,390,rbc
images-167.png,429,140,535,235,rbc
images-198.png,170,185,280,287,rbc
images-198.png,402,215,512,317,rbc
images-198.png,501,303,611,405,rbc
images-198.png,492,63,602,165,rbc
images-198.png,1,31,111,136,rbc
images-198.png,148,297,270,400,rbc
images-198.png,263,78,385,181,rbc
images-198.png,426,147,529,233,rbc
images-198.png,140,1,243,86,rbc
images-171.png,98,203,197,294,rbc
images-171.png,172,184,271,275,rbc
images-171.png,485,296,584,395,rbc
images-171.png,534,138,633,237,rbc
images-171.png,447,381,563,478,rbc
images-171.png,316,98,432,195,rbc
images-171.png,567,337,640,463,rbc
images-165.png,480,301,587,409,rbc
images-165.png,204,82,311,190,rbc
images-165.png,33,79,140,187,rbc
images-165.png,102,9,233,140,rbc
images-165.png,402,212,514,308,rbc
images-165.png,9,359,115,449,rbc
images-165.png,1,299,102,410,rbc
images-165.png,424,35,526,122,rbc
images-159.png,300,365,427,474,rbc
images-159.png,487,17,614,126,rbc
images-159.png,160,200,265,300,rbc
